date_time,traffic_id,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
12/02/2024 05:20,12471,London,Islington,532,59,4,Low,Dry,3124
27/03/2024 20:04,15877,London,Kensington,991,99,7,Low,Damaged,1645
30/07/2024 13:05,10607,London,Islington,2970,63,1,Medium,Wet,9063
29/12/2024 02:33,13838,London,Camden,2584,34,5,High,Snowy,3167
20/12/2024 23:56,17346,London,Islington,3359,-17,8,Low,Snowy,3688
28/11/2024 18:01,18365,London,Islington,3156,39,0,Low,Wet,137
15/06/2024 04:49,10521,London,Southwark,3511,89,2,Low,Damaged,9664
02/01/2024 19:27,14104,London,Islington,2760,91,5,Low,Snowy,9150
13/04/2024 17:43,13086,London,Islington,4984,22,3,Medium,Dry,3719
09/03/2024 09:34,13928,London,Chelsea,3963,45,3,High,Dry,2893
03/12/2024 14:49,15094,London,Camden,4001,78,8,Low,Dry,8935
16/10/2024 22:55,17225,London,Southwark,566,79,5,High,Snowy,598
01/11/2024 09:30,16246,London,Kensington,2791,71,7,Low,Dry,7592
11/10/2024 16:53,18945,London,Kensington,1503,94,3,Low,Wet,7118
07/12/2024 04:32,17917,London,Islington,4598,44,3,Medium,Wet,7090
19/09/2024 15:56,18342,London,Southwark,2129,34,1,Low,Damaged,3339
10/06/2024 23:59,12138,London,Islington,1936,38,8,Low,Wet,7209
18/02/2024 10:52,12094,London,Chelsea,4359,40,3,Low,Wet,9699
04/09/2024 13:35,14243,London,Chelsea,4627,73,3,Low,Dry,903
20/12/2024 17:53,12859,London,Islington,2439,56,6,Low,Dry,1996
25/09/2024 14:47,12542,London,Islington,3333,45,0,Low,Dry,3880
23/08/2024 08:14,13973,London,Southwark,2333,34,8,Low,Snowy,4752
19/08/2024 19:57,19151,London,Kensington,333,34,1,Medium,Dry,5478
08/02/2024 23:45,10196,London,Chelsea,4884,30,6,Medium,Dry,3589
17/01/2024 17:07,16867,London,Camden,1289,79,1,Low,Wet,723
17/08/2024 13:17,14964,London,Islington,1659,62,4,Medium,Wet,1442
28/07/2024 20:02,16117,London,Southwark,519,52,9,Medium,Wet,1272
10/08/2024 11:50,17590,London,Camden,1693,79,3,Low,Dry,2247
11/06/2024 11:45,16170,London,Southwark,4243,44,1,High,Wet,2322
09/02/2024 21:33,9782,London,Islington,1309,48,3,Low,Dry,5066
03/08/2024 07:18,11660,London,Islington,943,83,9,Low,Dry,6562
28/06/2024 05:57,18045,London,Kensington,1328,28,8,Low,Dry,3514
14/04/2024 20:34,12400,London,Islington,436,33,4,Low,Damaged,8628
04/10/2024 16:30,19017,London,Islington,3132,51,0,Low,Snowy,6642
23/02/2024 07:58,17820,London,Islington,2258,85,0,High,Dry,3971
24/08/2024 14:42,12547,London,Islington,452,50,1,High,Dry,5791
10/10/2024 08:34,14403,London,Islington,2767,83,3,High,Wet,5936
06/12/2024 18:42,10228,London,Southwark,1664,17,9,Low,Dry,3207
22/07/2024 16:42,18689,London,Islington,2728,10,8,Low,Snowy,6238
27/11/2024 13:24,17509,London,Southwark,792,56,5,Low,Damaged,4860
17/09/2024 05:37,15823,London,Southwark,3100,21,7,Low,Damaged,7868
24/05/2024 00:32,10486,London,Kensington,1027,71,4,High,Damaged,1916
20/02/2024 14:54,19228,London,Chelsea,503,32,1,Low,Wet,8673
27/08/2024 20:58,15139,London,Islington,1220,64,2,High,Dry,475
01/06/2024 00:21,13214,London,Chelsea,1343,31,5,Low,Wet,5703
04/10/2024 01:28,12118,London,Islington,3162,36,5,Medium,Dry,9273
08/04/2024 18:32,9994,London,Southwark,1644,62,4,Low,Wet,6330
26/11/2024 17:50,15421,London,Chelsea,460,42,5,Medium,Dry,5327
11/01/2024 02:27,13244,London,Southwark,4029,33,4,Low,Damaged,2008
11/07/2024 19:46,13820,London,Islington,4397,76,0,Medium,Dry,3713
23/02/2024 22:41,10183,London,Camden,1170,81,9,Low,Dry,6501
15/06/2024 05:35,14122,London,Southwark,3231,38,4,Low,Snowy,2120
06/02/2024 12:08,13751,London,Islington,376,46,3,Low,Damaged,8993
06/03/2024 04:11,13607,London,Camden,4433,61,7,Medium,Damaged,1284
08/10/2024 17:05,16328,London,Islington,4264,87,6,Low,Dry,9424
04/11/2024 14:30,10625,London,Camden,3868,98,4,Low,Dry,1541
28/02/2024 12:48,18353,London,Southwark,4351,82,5,Low,Dry,618
29/07/2024 14:29,19088,London,Chelsea,2747,89,0,Low,Damaged,858
05/11/2024 19:39,16634,London,Southwark,4877,53,7,Low,Wet,5422
12/02/2024 12:20,18526,London,Camden,4804,42,7,Medium,Dry,6850
24/05/2024 02:49,11437,London,Chelsea,1075,34,5,Low,Dry,286
25/10/2024 18:37,14365,London,Chelsea,1832,74,9,Medium,Snowy,8193
20/04/2024 16:25,13874,London,Camden,1147,48,9,High,Dry,5042
02/07/2024 22:43,10193,London,Kensington,527,67,5,Medium,Wet,9853
23/11/2024 22:41,18819,London,Islington,2737,26,6,Low,Damaged,9924
27/06/2024 21:16,12066,London,Islington,4516,27,6,Low,Snowy,7043
18/02/2024 13:31,12210,London,Islington,468,23,1,High,Snowy,8106
24/08/2024 01:24,10951,London,Chelsea,1167,85,3,Low,Dry,9592
12/10/2024 17:55,13581,London,Kensington,1329,35,4,Medium,Snowy,2577
30/04/2024 11:53,18302,London,Southwark,4036,66,7,Low,Damaged,6425
29/11/2024 13:46,17360,London,Chelsea,4856,66,6,Medium,Snowy,1863
20/07/2024 01:28,12597,London,Chelsea,3144,94,4,High,Snowy,257
25/02/2024 01:53,19732,London,Islington,4533,59,0,Low,Dry,9349
31/10/2024 19:11,16765,London,Islington,6,11,0,High,Dry,927
12/08/2024 00:21,12173,London,Islington,887,89,6,Low,Snowy,5101
17/02/2024 17:39,14643,London,Kensington,1875,41,7,Low,Dry,4217
21/01/2024 09:33,9907,London,Kensington,1374,15,6,High,Dry,3475
12/05/2024 22:18,17822,London,Islington,1325,59,8,Medium,Wet,1518
23/10/2024 12:11,19434,London,Islington,4487,28,9,High,Wet,5828
28/11/2024 21:14,11548,London,Southwark,1654,11,3,High,Dry,8115
07/09/2024 05:20,15257,London,Camden,3517,73,4,Low,Dry,970
25/02/2024 07:47,12220,London,Southwark,1601,80,9,High,Dry,8942
06/06/2024 11:39,14052,London,Islington,3570,22,7,Low,Dry,8518
16/03/2024 00:52,12748,London,Southwark,4634,83,7,Low,Wet,3422
25/10/2024 07:41,12204,London,Southwark,1147,21,3,Low,Wet,4122
08/03/2024 06:01,17331,London,Islington,1761,93,8,Medium,Wet,1370
18/03/2024 07:05,17334,London,Kensington,3897,70,9,Low,Wet,2734
24/06/2024 06:19,16417,London,Islington,742,96,8,Medium,Damaged,2633
15/12/2024 12:32,16545,London,Southwark,4554,95,3,High,Damaged,4296
04/06/2024 12:55,14796,London,Kensington,2813,64,0,Medium,Snowy,9300
04/04/2024 13:10,15624,London,Southwark,41,38,2,Medium,Snowy,8761
02/11/2024 16:54,10940,London,Camden,874,37,8,Medium,Dry,4927
31/08/2024 21:54,16889,London,Camden,3588,20,9,Medium,Wet,1470
25/10/2024 19:05,19046,London,Camden,4806,81,4,High,Damaged,1408
30/05/2024 08:47,19843,London,Camden,2905,85,9,Low,Dry,1985
18/02/2024 02:22,14401,London,Islington,3519,71,7,Low,Snowy,5031
17/06/2024 12:49,19436,London,Chelsea,3632,35,1,High,Damaged,1176
28/08/2024 03:55,15029,London,Kensington,192,38,7,Low,Damaged,1654
22/09/2024 19:32,16483,London,Chelsea,2041,98,1,High,Dry,9197
19/02/2024 06:59,18173,London,Islington,3724,63,5,High,Damaged,9186
16/07/2024 11:42,18833,London,Islington,1720,72,3,Low,Dry,7417
23/06/2024 05:18,17448,London,Islington,4773,16,4,Low,Damaged,1007
05/10/2024 16:56,12831,London,Islington,1159,15,2,Medium,Dry,5384
21/05/2024 15:43,16280,London,Kensington,2725,86,4,Low,Dry,3624
24/02/2024 18:53,16119,London,Islington,4091,57,7,High,Snowy,1291
09/05/2024 17:40,17707,London,Kensington,71,65,1,Medium,Dry,2201
13/04/2024 20:27,16028,London,Southwark,3267,81,2,Low,Wet,2085
07/10/2024 14:12,16750,London,Islington,3315,51,7,Low,Damaged,542
12/05/2024 05:55,16065,London,Islington,60,36,1,High,Snowy,9360
27/07/2024 22:37,13688,London,Chelsea,6,47,6,High,Wet,5565
12/07/2024 15:05,10526,London,Southwark,3443,36,0,High,Snowy,427
14/04/2024 00:58,14963,London,Camden,2650,58,2,Low,Dry,3294
02/05/2024 21:50,17037,London,Islington,1178,92,1,Medium,Snowy,6671
25/05/2024 04:14,11135,London,Kensington,1117,92,8,High,Dry,2023
14/09/2024 05:27,11486,London,Kensington,4204,21,2,Low,Dry,1289
11/05/2024 05:43,17774,London,Kensington,852,45,6,High,Damaged,3800
20/09/2024 00:24,19480,London,Chelsea,1996,24,8,High,Dry,3669
13/05/2024 10:14,13252,London,Southwark,1921,75,4,Medium,Wet,6449
25/04/2024 04:57,19358,London,Camden,3680,70,8,Low,Snowy,3205
03/04/2024 04:30,18644,London,Islington,2643,11,4,High,Snowy,3181
06/02/2024 14:25,15115,London,Islington,2494,62,6,Low,Dry,7148
11/08/2024 11:24,11113,London,Chelsea,3601,-46,4,High,Damaged,9986
14/12/2024 02:58,11665,London,Kensington,3430,70,9,Low,Snowy,6318
10/01/2024 17:26,13001,London,Kensington,2706,30,9,Low,Damaged,5414
13/07/2024 20:46,9983,London,Islington,4744,53,3,Low,Snowy,7570
05/02/2024 22:53,10588,London,Islington,1084,58,6,Low,Dry,8388
02/07/2024 16:19,15620,London,Chelsea,4140,76,2,High,Dry,9808
04/02/2024 18:35,17869,London,Islington,4252,73,8,Medium,Wet,9946
05/10/2024 11:36,15854,London,Islington,3390,81,2,Medium,Damaged,9292
22/10/2024 08:36,12241,London,Camden,4689,71,5,High,Dry,792
29/06/2024 14:23,10687,London,Camden,978,53,4,Low,Dry,2398
10/10/2024 23:32,15332,London,Islington,62,94,3,Medium,Damaged,7731
01/10/2024 03:37,12884,London,Camden,3236,22,3,Low,Wet,608
11/05/2024 07:13,13787,London,Islington,4687,74,5,Low,Wet,7453
10/10/2024 15:47,10885,London,Islington,2173,60,7,Medium,Dry,165
30/12/2024 17:01,13089,London,Camden,4639,-15,2,Low,Dry,8880
19/05/2024 00:11,17730,London,Islington,2502,34,8,Low,Snowy,9121
08/02/2024 06:22,11682,London,Islington,771,-15,8,Low,Damaged,8209
09/09/2024 03:29,19289,London,Islington,2150,20,6,High,Wet,9575
13/02/2024 21:21,14678,London,Chelsea,2762,-44,6,Medium,Snowy,1920
24/03/2024 20:35,18114,London,Islington,3468,27,8,Low,Dry,2795
12/02/2024 09:43,13615,London,Islington,4789,88,6,Low,Dry,4002
09/08/2024 05:42,19782,London,Chelsea,3608,12,2,High,Dry,4788
11/11/2024 03:03,19876,London,Southwark,3235,57,8,Low,Dry,7048
04/06/2024 21:12,17423,London,Camden,1897,79,2,Medium,Dry,3328
02/08/2024 20:49,10385,London,Chelsea,1535,99,8,Medium,Wet,5298
06/09/2024 02:45,14737,London,Kensington,1806,81,4,Medium,Damaged,7395
08/02/2024 17:57,15153,London,Islington,866,82,0,Low,Snowy,2413
07/05/2024 00:23,12320,London,Southwark,3272,38,4,High,Damaged,2360
13/11/2024 23:53,17786,London,Southwark,2434,50,7,Medium,Damaged,1931
19/11/2024 10:54,15026,London,Chelsea,3322,50,2,High,Snowy,4838
30/04/2024 15:03,10371,London,Islington,119,90,3,Medium,Dry,2715
27/02/2024 13:54,12185,London,Islington,2453,16,9,Low,Snowy,413
01/08/2024 21:06,13633,London,Southwark,3946,60,7,Low,Wet,7224
29/10/2024 00:47,12644,London,Chelsea,3531,56,9,Low,Damaged,7458
08/07/2024 10:32,14294,London,Islington,1644,62,1,Medium,Dry,8090
09/12/2024 15:59,12104,London,Islington,4426,66,9,Low,Damaged,1301
11/03/2024 09:55,16812,London,Kensington,2958,41,5,Medium,Snowy,3973
16/04/2024 07:25,14691,London,Chelsea,2223,91,6,Low,Dry,5914
05/06/2024 20:05,9763,London,Kensington,4937,26,8,Low,Snowy,2656
29/10/2024 02:13,15787,London,Southwark,3117,45,7,Low,Snowy,9665
20/02/2024 16:10,12890,London,Chelsea,3888,44,3,High,Wet,9995
31/07/2024 04:39,13049,London,Chelsea,879,76,0,Low,Dry,5000
01/09/2024 22:21,13838,London,Camden,3362,57,4,High,Snowy,3839
18/11/2024 11:57,15974,London,Southwark,1169,92,4,High,Dry,6670
08/03/2024 15:20,13744,London,Camden,3987,49,1,Low,Snowy,3422
10/01/2024 04:29,15505,London,Islington,317,15,8,High,Dry,681
14/04/2024 23:15,12209,London,Kensington,1698,83,3,Low,Wet,7612
19/07/2024 09:05,15586,London,Chelsea,3709,24,5,Low,Snowy,3404
19/07/2024 18:30,11322,London,Islington,4532,12,1,Medium,Damaged,3868
22/10/2024 07:40,10098,London,Islington,1155,47,5,Low,Wet,838
06/05/2024 03:45,13581,London,Chelsea,2430,33,9,Low,Dry,700
31/05/2024 02:24,18666,London,Camden,3663,54,1,High,Damaged,5350
08/03/2024 19:01,14172,London,Islington,2867,49,2,High,Dry,6046
17/07/2024 17:22,10402,London,Islington,2728,35,6,High,Damaged,7804
03/12/2024 02:06,19762,London,Islington,677,86,7,Low,Dry,2140
28/10/2024 08:30,12768,London,Kensington,3674,45,4,Medium,Snowy,9743
23/03/2024 09:41,19176,London,Islington,1287,29,0,Low,Snowy,2396
17/06/2024 05:58,11666,London,Islington,3374,37,0,Low,Dry,7634
17/12/2024 03:57,15789,London,Southwark,4610,78,5,Medium,Wet,1253
10/06/2024 09:08,19640,London,Southwark,2728,43,0,Low,Wet,9093
15/06/2024 13:04,12527,London,Camden,3549,95,7,Low,Dry,7433
20/06/2024 05:26,19917,London,Islington,252,12,7,Low,Dry,2472
22/12/2024 05:19,16741,London,Islington,3550,23,4,Low,Dry,8951
01/02/2024 10:21,10818,London,Chelsea,1707,54,2,Low,Damaged,9576
03/07/2024 07:32,17207,London,Kensington,2709,64,0,Low,Damaged,9139
15/02/2024 01:54,12381,London,Southwark,2541,28,8,Low,Dry,6791
28/04/2024 04:38,9239,London,Southwark,3353,92,9,Medium,Damaged,1374
25/05/2024 04:07,14443,London,Southwark,1858,89,3,Medium,Dry,1636
17/12/2024 03:18,9714,London,Chelsea,2509,58,2,Low,Dry,2560
13/02/2024 04:59,13644,London,Kensington,2959,35,5,Medium,Dry,6228
29/01/2024 06:22,18540,London,Islington,3124,86,9,Low,Wet,6034
13/08/2024 01:51,12902,London,Camden,710,19,1,Medium,Wet,1703
13/04/2024 00:37,13006,London,Camden,4717,58,5,Medium,Damaged,8735
10/02/2024 14:53,11952,London,Camden,494,18,3,Low,Dry,4002
23/06/2024 09:11,9423,London,Southwark,4595,28,7,High,Snowy,6540
23/05/2024 23:32,9851,London,Chelsea,4483,-15,1,High,Dry,2622
11/02/2024 08:39,10839,London,Islington,2836,79,7,Medium,Dry,4486
12/02/2024 11:40,11015,London,Chelsea,639,27,4,Low,Damaged,5437
02/02/2024 15:22,14051,London,Islington,1929,90,9,Low,Dry,5447
23/06/2024 17:51,14900,London,Chelsea,4977,43,1,High,Dry,8674
20/06/2024 17:15,16781,London,Southwark,4870,78,6,Medium,Wet,3103
27/11/2024 02:38,19684,London,Southwark,4992,37,1,Low,Damaged,2472
01/12/2024 00:12,18251,London,Kensington,2800,18,3,Low,Snowy,9283
15/04/2024 21:06,19323,London,Islington,3954,22,8,Medium,Dry,5363
24/12/2024 22:16,11302,London,Kensington,368,39,8,Medium,Wet,3850
26/02/2024 15:37,11861,London,Islington,59,70,9,High,Dry,7332
08/06/2024 03:37,9545,London,Kensington,1281,57,2,Low,Damaged,6789
09/04/2024 08:19,9998,London,Camden,4916,99,7,Medium,Dry,4973
29/02/2024 03:27,17195,London,Southwark,1368,44,7,Low,Damaged,4291
04/03/2024 10:49,14385,London,Kensington,3554,48,6,Medium,Dry,4756
15/05/2024 05:32,12558,London,Islington,2906,96,7,Medium,Snowy,5133
20/02/2024 02:21,11412,London,Kensington,3386,17,9,Medium,Damaged,5630
18/07/2024 11:31,11373,London,Camden,1856,58,8,Low,Dry,9450
29/03/2024 11:37,10697,London,Chelsea,2005,91,5,Medium,Wet,150
08/05/2024 02:00,15561,London,Chelsea,3239,90,2,High,Damaged,3138
01/06/2024 01:41,11691,London,Chelsea,2832,97,6,Medium,Snowy,9925
19/09/2024 07:22,17679,London,Chelsea,2567,68,3,Medium,Dry,146
01/01/2024 12:08,12062,London,Islington,2874,76,4,Low,Dry,7484
26/07/2024 00:00,18462,London,Islington,3435,21,0,High,Dry,267
09/10/2024 14:56,14363,London,Southwark,1796,82,5,High,Snowy,2017
29/12/2024 18:22,11342,London,Islington,4914,42,0,Low,Snowy,7774
06/10/2024 04:43,10601,London,Islington,2655,89,6,Low,Wet,8230
30/08/2024 06:38,9897,London,Islington,4761,54,1,Low,Damaged,1183
28/01/2024 20:17,18915,London,Chelsea,382,71,2,Medium,Dry,7568
17/10/2024 16:21,11200,London,Islington,4265,80,3,Low,Wet,5936
04/02/2024 19:06,18755,London,Islington,3757,49,5,Medium,Wet,7550
14/05/2024 23:16,18614,London,Kensington,2877,38,1,High,Dry,6976
25/05/2024 07:31,18272,London,Kensington,411,15,2,Low,Wet,8979
29/07/2024 01:43,10363,London,Islington,756,44,9,Low,Snowy,3585
10/11/2024 06:17,17766,London,Southwark,4124,36,3,Low,Wet,3280
19/01/2024 05:53,9862,London,Islington,3349,64,0,High,Damaged,4814
16/03/2024 05:37,18229,London,Southwark,3696,45,8,Low,Dry,5139
30/11/2024 16:27,16982,London,Islington,577,81,8,Low,Dry,9786
21/02/2024 09:27,12228,London,Islington,4510,60,4,Low,Damaged,4157
12/07/2024 06:52,17375,London,Camden,4450,49,3,High,Wet,1149
16/07/2024 05:51,10456,London,Southwark,4359,38,5,Medium,Wet,7065
13/07/2024 10:19,15310,London,Camden,2387,47,5,High,Dry,8734
22/12/2024 05:03,9911,London,Islington,3187,15,3,Low,Wet,7098
04/01/2024 21:19,13862,London,Camden,4367,-33,9,Medium,Dry,9863
10/12/2024 01:49,15066,London,Islington,4573,16,0,Low,Dry,2179
16/03/2024 05:34,13085,London,Islington,3136,32,0,Low,Wet,4846
07/07/2024 00:41,9754,London,Islington,2285,56,7,Low,Dry,404
10/05/2024 11:35,15362,London,Camden,2298,89,3,Medium,Snowy,9949
20/08/2024 18:31,13885,London,Islington,2596,68,9,High,Wet,5681
22/11/2024 14:32,15822,London,Kensington,449,67,1,High,Dry,2692
22/10/2024 17:49,12690,London,Islington,4179,67,3,Low,Snowy,460
27/06/2024 16:50,17618,London,Camden,1300,22,3,High,Damaged,7789
16/05/2024 06:50,15303,London,Islington,2628,50,7,Medium,Wet,4474
02/11/2024 14:29,16590,London,Chelsea,3490,47,5,Medium,Dry,4757
22/01/2024 13:38,11415,London,Kensington,3692,56,8,Low,Dry,136
18/07/2024 23:20,19675,London,Kensington,1972,73,9,High,Dry,302
31/10/2024 22:05,19842,London,Southwark,4816,89,5,Medium,Damaged,9133
11/06/2024 10:22,17936,London,Islington,115,57,9,Medium,Dry,394
29/03/2024 21:29,9540,London,Southwark,584,70,4,Low,Wet,3835
01/03/2024 08:36,15033,London,Islington,3902,67,7,High,Snowy,9251
14/11/2024 15:57,9500,London,Islington,3015,43,0,Medium,Snowy,7068
01/01/2024 09:33,13498,London,Camden,2870,76,5,Low,Dry,5082
16/02/2024 09:53,16877,London,Islington,679,39,5,Low,Dry,5939
27/01/2024 08:25,10115,London,Islington,3186,27,2,Medium,Wet,2196
09/02/2024 20:07,14319,London,Camden,3034,99,7,Low,Dry,7096
12/09/2024 04:45,15921,London,Southwark,901,88,5,Low,Snowy,8940
13/12/2024 06:29,18334,London,Kensington,2180,52,9,Low,Wet,4042
27/10/2024 02:25,18878,London,Southwark,66,35,6,Low,Wet,9458
27/03/2024 17:12,16573,London,Chelsea,4887,46,9,Low,Wet,8128
04/02/2024 00:33,9927,London,Chelsea,4218,55,8,Low,Snowy,5083
04/09/2024 08:25,14995,London,Islington,4909,20,1,Low,Snowy,9252
31/03/2024 18:34,9766,London,Islington,1743,18,3,Low,Damaged,6841
17/04/2024 10:56,17194,London,Camden,4563,36,0,Low,Wet,1699
11/09/2024 10:01,13936,London,Southwark,2512,-39,6,High,Snowy,4341
01/11/2024 07:03,19115,London,Islington,3499,38,7,Low,Snowy,9549
06/10/2024 19:54,12504,London,Islington,4329,45,7,High,Wet,3096
21/06/2024 03:05,14461,London,Chelsea,337,24,1,Low,Snowy,683
28/07/2024 09:25,9122,London,Islington,922,97,9,Low,Damaged,9428
20/12/2024 19:58,17483,London,Islington,662,83,7,High,Dry,4614
13/07/2024 10:54,17982,London,Kensington,3142,72,5,Medium,Dry,8544
01/10/2024 14:30,15578,London,Chelsea,968,-74,6,Low,Dry,8457
31/05/2024 20:21,9346,London,Chelsea,2095,31,1,Low,Snowy,3527
20/08/2024 05:18,10989,London,Islington,1104,54,0,Low,Snowy,6812
18/01/2024 19:55,15468,London,Southwark,81,90,5,Low,Damaged,5671
04/10/2024 23:48,11937,London,Islington,2216,25,7,Low,Wet,5513
25/05/2024 05:57,18313,London,Islington,862,88,2,Low,Snowy,7753
20/04/2024 12:13,9192,London,Islington,4502,49,4,Low,Wet,9421
17/02/2024 15:52,14599,London,Islington,1068,64,4,High,Damaged,1991
12/11/2024 09:57,10950,London,Islington,2382,92,1,Low,Dry,5762
25/03/2024 04:26,17769,London,Camden,204,41,2,Medium,Snowy,4874
11/10/2024 00:17,13600,London,Camden,3287,62,1,High,Dry,8607
08/03/2024 14:32,16015,London,Kensington,1376,50,5,Low,Snowy,8322
02/04/2024 03:01,19677,London,Kensington,3785,15,1,High,Snowy,7702
01/12/2024 14:11,12982,London,Chelsea,1508,58,8,High,Snowy,4921
15/12/2024 03:25,18441,London,Chelsea,2206,88,0,Low,Dry,8217
10/12/2024 16:07,17077,London,Islington,3073,42,0,Medium,Dry,8843
04/12/2024 13:09,17182,London,Southwark,896,44,1,Low,Wet,5434
10/02/2024 18:29,13022,London,Southwark,2925,35,9,High,Wet,3137
30/12/2024 02:51,10190,London,Islington,2095,81,6,Low,Dry,965
12/02/2024 16:38,10954,London,Islington,2716,59,9,High,Damaged,2255
23/08/2024 19:52,9546,London,Camden,3653,29,2,High,Wet,7950
15/03/2024 23:42,15882,London,Kensington,4786,43,0,High,Dry,8222
17/07/2024 14:35,19993,London,Chelsea,1911,61,1,Low,Wet,2908
20/02/2024 14:40,12381,London,Chelsea,3392,55,3,High,Dry,5295
27/05/2024 17:04,17988,London,Kensington,3853,68,1,Low,Dry,4846
11/07/2024 07:55,13501,London,Islington,2658,68,7,Low,Snowy,2143
24/08/2024 16:25,13733,London,Islington,1082,72,3,High,Dry,6053
13/04/2024 13:25,13389,London,Islington,2860,97,4,Medium,Wet,2323
14/06/2024 08:19,15512,London,Southwark,3692,70,1,Low,Snowy,381
27/07/2024 00:50,18588,London,Islington,4966,-96,9,Low,Snowy,252
18/11/2024 14:18,11826,London,Chelsea,282,65,8,High,Dry,6809
29/05/2024 06:57,15965,London,Southwark,1896,93,3,High,Dry,6633
26/03/2024 06:14,10353,London,Camden,2382,99,7,Low,Damaged,1603
29/03/2024 10:36,19073,London,Chelsea,3824,31,3,Low,Damaged,373
26/09/2024 18:26,13743,London,Camden,2758,24,3,Low,Wet,260
17/08/2024 09:05,15117,London,Kensington,4471,85,4,Low,Wet,8115
04/10/2024 12:26,9522,London,Islington,2555,19,3,Low,Wet,6458
14/02/2024 12:38,19796,London,Camden,2168,96,0,Low,Wet,8304
11/12/2024 21:19,11333,London,Southwark,3327,38,2,High,Dry,8750
02/06/2024 06:51,13029,London,Islington,2078,51,6,Low,Dry,3904
31/10/2024 17:19,9157,London,Camden,1175,12,6,High,Wet,5287
07/02/2024 04:45,15346,London,Camden,814,31,4,High,Dry,4926
12/08/2024 10:46,10223,London,Southwark,2905,62,3,Low,Damaged,7849
22/01/2024 20:45,10440,London,Southwark,3335,66,7,Low,Wet,3548
23/03/2024 18:14,18867,London,Kensington,2167,78,6,Low,Dry,1167
20/02/2024 01:27,9371,London,Chelsea,3033,91,2,High,Wet,279
14/12/2024 23:17,15402,London,Southwark,2165,37,0,Low,Damaged,9844
16/06/2024 05:52,18340,London,Camden,4115,73,8,Medium,Damaged,5735
23/12/2024 14:56,12804,London,Islington,320,26,3,Low,Wet,5715
02/07/2024 07:39,14028,London,Islington,2080,41,2,Medium,Dry,8827
06/09/2024 06:15,15826,London,Chelsea,2850,82,9,Low,Dry,3654
11/10/2024 06:16,19931,London,Southwark,991,44,3,Low,Wet,5913
04/04/2024 03:07,19470,London,Islington,4024,30,7,Low,Damaged,5016
28/01/2024 04:22,13809,London,Kensington,1558,14,7,Low,Snowy,7169
28/11/2024 15:37,14511,London,Islington,1395,92,6,High,Wet,3399
22/05/2024 06:54,18188,London,Islington,1047,30,3,Medium,Snowy,6491
24/03/2024 03:22,16762,London,Islington,1009,52,7,Low,Dry,2097
13/11/2024 19:33,19389,London,Southwark,3593,56,0,Low,Snowy,2550
16/01/2024 08:25,14965,London,Islington,4052,75,8,Medium,Dry,5757
27/11/2024 10:51,17710,London,Chelsea,4972,56,1,Low,Damaged,7926
15/10/2024 16:37,15357,London,Chelsea,2213,23,9,Medium,Dry,2460
30/05/2024 02:46,10254,London,Islington,2280,72,1,Medium,Wet,8607
12/11/2024 17:55,12925,London,Islington,3396,71,7,Low,Dry,7694
08/10/2024 12:14,11584,London,Islington,4873,69,8,Low,Snowy,2414
30/06/2024 10:09,18895,London,Camden,2782,33,0,Medium,Dry,2721
19/08/2024 23:28,10485,London,Camden,1919,34,7,Low,Wet,1506
21/12/2024 07:31,13682,London,Islington,1516,60,9,High,Dry,1370
24/08/2024 11:24,9047,London,Southwark,2535,47,9,Low,Dry,6955
27/12/2024 09:58,18651,London,Southwark,4474,78,4,Low,Wet,2223
23/10/2024 01:40,14510,London,Chelsea,3656,83,1,Low,Dry,7588
17/03/2024 07:59,19677,London,Islington,4332,77,9,High,Dry,1532
24/09/2024 03:59,16119,London,Camden,314,46,2,High,Dry,2952
22/11/2024 08:02,12095,London,Camden,987,86,0,Low,Dry,9652
21/01/2024 01:54,13383,London,Southwark,2169,44,7,Low,Dry,6710
25/04/2024 19:00,15717,London,Islington,3176,18,5,High,Dry,5650
26/06/2024 05:49,9261,London,Chelsea,504,61,0,Low,Dry,3441
30/01/2024 00:54,10874,London,Islington,2256,47,9,Low,Wet,7327
02/02/2024 05:56,11956,London,Islington,1964,25,3,Low,Damaged,7714
01/11/2024 00:10,14256,London,Kensington,37,54,1,High,Wet,9647
05/09/2024 19:44,17958,London,Islington,3797,38,6,High,Dry,4861
18/12/2024 18:05,9985,London,Chelsea,80,56,2,High,Dry,6443
21/06/2024 23:02,13412,London,Camden,870,20,9,Low,Wet,5555
10/12/2024 11:48,18994,London,Camden,1828,95,0,Medium,Dry,5229
27/02/2024 01:09,13467,London,Southwark,1861,47,9,Low,Dry,3902
13/11/2024 19:44,18065,London,Camden,2175,69,5,Low,Damaged,2415
23/05/2024 09:21,10663,London,Islington,4868,23,0,Low,Dry,3097
19/01/2024 03:14,17124,London,Chelsea,2487,91,9,High,Damaged,5704
21/06/2024 01:10,12699,London,Kensington,2402,42,4,Low,Wet,8409
20/03/2024 01:40,12377,London,Camden,1735,16,3,High,Snowy,3057
01/05/2024 09:35,9219,London,Islington,673,70,0,Low,Damaged,1836
07/07/2024 00:56,18933,London,Kensington,1202,32,5,Low,Wet,5447
30/12/2024 23:05,16793,London,Islington,4478,-17,9,Low,Wet,8545
03/06/2024 11:18,14057,London,Islington,3809,70,2,Low,Damaged,3926
