traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
12299,2024-08-11 08:56:56,London,Kensington,3757,60,7,,,9146
13407,2024-08-04 09:56:40,,Camden,4768,77,0,Medium,Dry,1084
14105,2024-11-25 08:21:35,London,Camden,4113,89,1,Low,Wet,8781
11002,2024-09-05 03:11:44,London,Southwark,1827,33,3,Medium,Damaged,9613
15436,2024-08-04 11:44:35,London,Kensington,2643,24,5,Low,Wet,1019
18249,2024-11-16 01:15:07,,Camden,2225,21,5,,Snowy,275
12438,2024-08-19 07:14:22,London,Islington,4380,56,8,Low,Damaged,2158
14764,2024-11-08 18:31:15,,Southwark,2618,-75,3,High,Wet,8049
14362,2024-01-05 17:24:52,London,Southwark,2453,40,6,Medium,Wet,1136
19725,2024-02-12 15:22:42,,Islington,2125,38,3,,Snowy,9560
11445,2024-01-22 16:57:19,,,54,51,2,Medium,Dry,7279
13139,2024-08-05 12:51:10,,Islington,2858,92,9,High,Damaged,1504
9018,2024-07-01 19:09:23,,Chelsea,4366,32,5,Medium,Dry,6151
16857,2024-10-07 09:13:36,London,Chelsea,2650,87,6,Low,Wet,2559
12306,2024-07-31 16:09:17,London,Camden,2126,73,3,Low,,5114
17934,2024-11-29 17:09:01,London,Kensington,1833,46,4,High,,3934
15033,2024-04-24 06:06:18,,Camden,2859,74,6,,Dry,2894
13548,2024-11-12 11:33:20,London,Chelsea,4049,29,6,Medium,Dry,8370
11317,2024-10-09 02:01:38,,Southwark,3900,23,0,High,,7214
9054,2024-08-27 15:35:40,London,Islington,3521,85,4,High,Damaged,6891
10319,2024-02-13 17:17:35,London,Islington,1078,55,4,High,Dry,5183
13493,2024-01-24 01:44:21,London,Camden,2853,43,2,High,Wet,9916
12256,2024-04-21 23:35:19,London,,245,27,1,,,2368
14385,2024-08-26 08:25:34,,Chelsea,1579,26,7,,Snowy,9225
13385,2024-08-17 12:03:26,London,Camden,3410,49,0,High,Snowy,3222
9205,2024-02-15 07:04:03,London,Islington,4366,18,5,Low,Snowy,2220
15206,2024-03-14 10:36:07,London,,2572,43,1,High,Dry,1050
13146,2024-10-30 15:02:23,,Chelsea,752,60,4,Low,Dry,5445
10609,2024-10-17 04:09:00,London,Southwark,2827,19,7,Low,Dry,4998
19845,2024-09-11 02:39:00,London,,4812,72,7,Low,Wet,4183
11133,2024-05-21 03:24:40,London,,3977,69,6,Medium,Dry,3910
11222,2024-01-07 13:13:48,,Kensington,4355,55,7,High,Snowy,8957
14748,2024-03-19 05:14:42,,Southwark,1713,48,9,Low,,8867
18311,2024-06-12 20:36:37,London,Kensington,973,62,7,,Damaged,544
10851,2024-05-25 11:13:13,,,914,62,1,Low,Dry,782
17910,2024-01-08 20:24:37,London,Chelsea,4431,58,6,,Wet,3279
18169,2024-09-06 07:25:11,London,,2852,61,6,,Damaged,1832
11691,2024-06-22 00:58:45,,Chelsea,3458,37,5,High,,9278
14286,2024-09-14 21:16:16,London,Islington,3688,11,6,,Wet,9229
12185,2024-11-08 21:41:11,,Kensington,4929,14,6,Low,Damaged,4557
19302,2024-04-27 10:54:33,London,,1533,23,7,Low,Snowy,9320
14001,2024-04-09 15:56:31,London,Kensington,400,48,8,High,Dry,9760
9777,2024-11-10 00:51:40,London,,2210,85,6,,,4509
11070,2024-12-13 03:47:38,London,Camden,2595,64,6,,Dry,799
13505,2024-12-03 10:18:25,London,Chelsea,3913,61,5,Low,Snowy,2465
16251,2024-11-11 11:39:16,,Islington,1279,42,0,Low,Dry,834
13453,2024-03-29 12:21:42,London,,2107,34,6,Low,Snowy,5103
15083,2024-07-09 01:43:51,,Kensington,2976,89,9,,Damaged,6530
9332,2024-10-22 03:35:40,London,Islington,139,43,0,Medium,Damaged,5154
17419,2024-07-23 12:35:25,London,Camden,3386,14,8,Low,Snowy,7028
12435,2024-12-17 03:09:10,,Southwark,4721,22,0,High,Damaged,979
18835,2024-11-15 10:44:30,London,Chelsea,3281,70,2,High,Snowy,5851
16878,2024-05-13 20:08:04,London,Camden,960,73,7,,Dry,5941
14662,2024-12-02 05:46:17,London,Islington,3214,58,5,Medium,,6253
15989,2024-05-19 21:23:33,London,,3060,79,9,,Dry,1172
11036,2024-07-19 16:18:22,,Chelsea,3723,61,6,High,Snowy,5212
9140,2024-04-02 11:27:56,,Southwark,957,14,0,High,,3933
13916,2024-01-04 22:33:30,London,Kensington,1487,42,0,,,9670
10364,2024-03-16 17:43:25,,Camden,898,10,8,Low,,7854
10194,2024-09-22 03:45:25,,Southwark,3823,26,3,Medium,Damaged,5595
10213,2024-07-21 07:48:22,London,,15,68,8,High,Dry,3076
17064,2024-03-05 22:51:43,London,Southwark,4679,45,1,Medium,Damaged,6546
10429,2024-11-12 12:44:31,,Kensington,1291,76,0,High,Wet,2821
15811,2024-11-16 21:19:28,London,Southwark,3387,46,8,Low,Dry,8971
18565,2024-02-06 03:38:24,,Southwark,802,30,6,Medium,,8423
10659,2024-02-22 15:08:43,London,Camden,432,57,5,,Damaged,477
19283,2024-10-01 09:49:26,,,4915,82,2,Medium,Wet,7533
12770,2024-11-30 10:55:42,,Kensington,4228,75,2,,Damaged,7607
14337,2024-10-17 14:33:06,London,Islington,3769,67,5,High,Dry,7263
14140,2024-07-27 16:36:23,London,Camden,3378,72,4,Medium,Dry,2386
12967,2024-10-10 03:20:14,London,Camden,4293,68,3,High,Snowy,3091
18989,2024-10-18 19:31:35,London,Chelsea,2616,46,1,Medium,Dry,7751
18678,2024-01-25 07:41:24,London,,3120,78,4,Low,Dry,1899
10558,2024-12-17 17:22:00,,Camden,3120,55,7,,Snowy,8499
18849,2024-04-12 19:16:00,,Kensington,664,35,1,Medium,Wet,9539
13677,2024-08-01 21:38:51,,Camden,1998,-31,7,High,,2047
16450,2024-10-04 23:48:15,London,Kensington,4729,78,9,High,Wet,714
16772,2024-04-21 02:05:44,London,Islington,1117,59,3,,Dry,9857
12507,2024-01-02 05:17:56,,Kensington,217,88,9,Low,Wet,1667
9462,2024-10-16 03:07:29,,Camden,4106,74,4,High,Wet,9141
15395,2024-05-19 00:04:20,London,Camden,128,64,8,Low,Wet,919
16555,2024-02-06 07:34:06,,Chelsea,3839,-88,1,,,559
15981,2024-01-27 06:56:52,London,,558,43,3,Low,Dry,3245
10606,2024-08-14 14:01:19,London,Southwark,1915,82,0,Medium,Wet,6062
17198,2024-11-09 22:50:53,,Southwark,2526,71,3,,Dry,1423
15974,2024-08-09 10:33:54,London,Islington,1445,-47,1,Medium,Wet,4839
10754,2024-03-07 18:19:27,,Islington,2220,36,6,,Damaged,4210
13129,2024-01-17 12:20:42,London,Chelsea,3081,96,7,Low,Damaged,6994
11424,2024-05-09 09:05:14,London,Chelsea,217,16,9,,Damaged,4480
15631,2024-02-25 22:59:30,London,Camden,2496,62,2,,,5094
16418,2024-09-18 21:47:05,,,3635,64,9,Medium,,5811
16450,2024-04-23 00:44:08,,Islington,390,51,1,Medium,Wet,1917
19648,2024-11-12 09:45:31,,Southwark,4293,45,9,Low,Damaged,1667
13942,2024-07-04 10:32:15,,Chelsea,3845,57,7,Low,Snowy,8925
17204,2024-02-09 17:22:14,,Camden,4436,76,7,,Snowy,4068
17570,2024-10-31 17:18:34,London,Camden,4482,97,7,,Snowy,7247
17423,2024-07-23 02:54:53,London,Southwark,2666,-68,0,,Damaged,9050
9264,2024-10-18 04:48:06,,Southwark,3201,-24,0,Medium,Dry,3941
10027,2024-05-11 06:06:14,London,,2222,79,1,,Wet,2630
12005,2024-10-01 16:51:56,,Islington,4332,75,3,Low,Snowy,1909
13423,2024-12-18 17:42:56,,,968,49,2,Medium,Dry,328
17160,2024-12-26 10:54:38,London,Camden,1551,53,0,,Damaged,1248
13320,2024-08-20 03:15:55,,Southwark,42,11,2,,Dry,7539
15326,2024-01-10 07:40:26,London,Islington,735,49,5,Medium,Damaged,6205
19836,2024-08-20 17:26:36,,Kensington,4060,18,6,Low,,7890
14665,2024-02-21 10:22:08,,Islington,220,33,3,Low,Snowy,4579
12118,2024-03-16 00:59:48,London,Southwark,2969,45,5,Low,,3391
13604,2024-10-28 12:29:15,London,Chelsea,4733,32,1,Low,Dry,9230
10183,2024-02-13 01:02:33,London,Islington,3364,53,1,,Damaged,5898
16314,2024-12-04 08:15:50,,Kensington,3620,10,7,,Snowy,1260
12370,2024-06-15 15:32:25,London,Chelsea,4854,93,2,,Wet,4768
18079,2024-06-13 21:00:10,,Southwark,445,97,3,,Damaged,6021
16762,2024-05-19 02:28:33,London,Chelsea,1903,22,2,,,7892
9234,2024-06-08 00:40:49,,,2257,18,0,High,Damaged,1265
17077,2024-02-23 02:21:21,,,45,-17,2,High,Snowy,4279
13123,2024-09-05 16:49:59,,Kensington,55,91,4,Low,Dry,819
15728,2024-01-01 04:16:47,,,3210,84,1,High,Wet,5555
14680,2024-05-03 23:28:14,,Chelsea,3850,45,9,Low,Wet,870
10439,2024-02-03 22:52:26,,Southwark,593,82,4,Low,,5902
9729,2024-12-12 04:56:57,London,Camden,331,19,5,,Snowy,9233
16252,2024-02-14 16:46:16,,,3358,16,2,,Wet,4001
11241,2024-03-17 04:21:56,London,Southwark,2465,37,7,Medium,Damaged,1960
13971,2024-04-20 00:40:33,London,Southwark,3465,49,9,Medium,,9751
13346,2024-08-22 16:18:54,London,,2697,65,7,,,2009
9912,2024-11-07 02:54:51,London,Southwark,1095,87,5,,Dry,1336
16927,2024-07-31 03:50:23,,Camden,2737,42,0,Low,Wet,7239
13720,2024-05-16 10:14:19,London,Kensington,890,95,6,High,Damaged,3684
10153,2024-10-20 10:18:05,London,Southwark,1085,66,1,Low,,6278
15651,2024-06-09 17:46:44,,Southwark,4781,17,2,High,Dry,3349
14957,2024-02-15 14:15:39,London,,1590,67,5,High,Wet,858
13200,2024-03-09 23:20:13,London,Islington,3544,12,5,High,Wet,1225
18013,2024-04-28 02:10:21,,Kensington,4710,65,5,Medium,Dry,3766
13635,2024-10-07 14:12:15,London,Chelsea,2637,50,0,Low,,8647
17232,2024-10-17 20:20:54,,,656,88,8,Low,Snowy,577
9178,2024-08-24 23:57:06,,,4120,98,1,,Dry,3390
9046,2024-10-17 05:22:42,London,Camden,4948,53,1,High,Snowy,4548
9991,2024-12-30 21:31:48,London,Chelsea,1298,93,3,Medium,Snowy,8695
18196,2024-08-11 18:59:51,,Camden,691,18,6,High,Snowy,3117
19535,2024-06-08 13:27:03,,Kensington,1353,16,0,High,,4178
16999,2024-11-21 02:47:08,London,Islington,2047,98,1,Medium,Wet,8538
16176,2024-07-18 17:41:05,,Chelsea,3195,-29,9,Low,Wet,209
12652,2024-05-23 18:19:01,,Islington,4399,31,0,High,Dry,5130
12617,2024-02-10 10:34:40,London,,4542,81,2,Low,Snowy,6144
15103,2024-08-17 22:07:29,,Chelsea,3115,64,4,Medium,Snowy,6222
13913,2024-12-30 23:26:59,London,Islington,1394,65,8,High,,2613
19969,2024-06-21 09:17:00,,Camden,3049,40,2,Low,Snowy,2234
17080,2024-05-25 09:45:14,,Camden,2310,25,7,Low,Snowy,9763
16848,2024-01-20 23:54:03,,Chelsea,1514,63,1,Low,Dry,9578
17111,2024-10-21 08:17:02,London,Chelsea,2888,19,5,High,Dry,3950
9382,2024-09-10 20:39:59,,,4416,35,9,High,Dry,332
10541,2024-09-24 17:15:58,London,,746,33,9,Medium,Wet,4593
19303,2024-12-23 21:24:31,,Islington,4534,60,4,Low,Wet,2459
13401,2024-03-14 22:07:29,,Chelsea,946,60,6,,Wet,7519
19879,2024-03-01 02:04:30,London,,4426,82,2,Medium,Damaged,5128
17104,2024-01-12 01:21:37,,Southwark,2125,75,8,High,,5786
19365,2024-08-12 21:11:33,,Camden,194,74,7,High,Dry,805
13410,2024-11-18 12:22:55,London,Chelsea,2764,-26,7,Medium,Wet,4333
12697,2024-09-20 12:52:00,London,Islington,1318,80,0,,Dry,8056
13838,2024-12-09 16:53:02,London,Southwark,2119,-28,8,Low,Snowy,2148
14680,2024-04-10 13:24:10,,Kensington,86,11,6,Medium,Damaged,250
17949,2024-07-24 14:32:38,,Chelsea,4754,59,3,,Damaged,3520
13368,2024-05-23 12:36:56,,Islington,1449,89,1,Low,Wet,5477
13368,2024-12-08 09:02:12,London,Chelsea,2626,36,3,High,Dry,9395
11990,2024-08-27 20:26:57,,Chelsea,134,67,1,Low,Damaged,2390
9325,2024-08-14 03:22:07,London,Chelsea,1272,20,6,Low,,6645
12177,2024-05-14 18:18:57,London,Chelsea,277,18,2,Low,Damaged,7984
12743,2024-03-09 21:44:28,,Kensington,2356,24,3,High,Damaged,1730
13013,2024-02-26 06:44:02,,Islington,1788,61,4,High,Dry,233
12025,2024-06-25 08:06:18,London,Kensington,438,85,2,,,8627
10339,2024-08-18 04:31:15,,,1601,93,6,Low,,778
9890,2024-03-22 04:50:18,,Southwark,1354,20,6,,Wet,1045
19100,2024-09-09 04:39:41,London,,4432,81,7,,Damaged,366
19307,2024-06-21 15:27:01,London,Camden,3438,21,0,High,,3602
12903,2024-03-10 02:16:58,London,Kensington,1458,89,3,Medium,Damaged,9260
10059,2024-01-10 11:51:08,,Southwark,1828,77,2,,,7700
11140,2024-07-30 20:28:22,,Camden,3614,97,7,High,Wet,3856
13402,2024-09-17 21:26:00,,,742,56,8,Low,Wet,2088
14381,2024-10-28 02:33:17,,Chelsea,1345,78,2,Medium,,5597
13866,2024-08-29 03:01:25,London,Chelsea,2665,34,4,Medium,Damaged,4937
15045,2024-10-09 13:21:08,London,Kensington,3760,19,7,,Snowy,2375
9867,2024-08-07 01:30:09,,Kensington,1194,53,5,,Snowy,6652
18850,2024-02-24 20:36:48,,Chelsea,4889,56,4,,,673
9941,2024-05-16 15:13:27,,Kensington,46,20,6,,Dry,4238
17931,2024-05-19 04:20:02,,Southwark,336,65,8,Low,Damaged,2105
13329,2024-06-15 16:03:44,,Chelsea,4144,83,4,Medium,Dry,3141
19977,2024-11-19 20:40:43,London,Southwark,1267,11,4,,Damaged,4621
15423,2024-08-01 14:10:38,London,Kensington,67,66,6,Medium,,3917
18329,2024-02-15 10:33:16,,Kensington,3306,39,7,High,Wet,5095
16590,2024-07-11 12:22:29,London,Chelsea,4184,39,8,,Dry,6728
10022,2024-07-20 22:16:09,London,,4450,39,4,,Wet,1675
10836,2024-08-15 12:34:17,London,Camden,2808,39,7,Low,Dry,8004
19003,2024-02-27 20:39:42,London,Islington,4757,28,9,Medium,Wet,7409
16835,2024-07-17 19:27:16,,Kensington,2963,97,3,Medium,,7366
11949,2024-01-30 13:50:07,London,Chelsea,3807,77,1,,Wet,4075
10904,2024-01-01 09:47:32,London,Chelsea,3468,12,6,High,Dry,2400
12723,2024-05-24 15:34:02,,Chelsea,293,71,1,Medium,Damaged,1380
12304,2024-09-17 03:30:40,,,1430,21,0,High,Dry,921
13720,2024-06-06 06:30:31,,Camden,985,71,4,,Wet,5330
13395,2024-07-03 22:21:27,,,3056,22,7,Medium,Wet,6720
13808,2024-01-12 18:11:11,London,Camden,3306,61,9,Medium,Snowy,4656
11734,2024-01-30 00:13:54,London,Chelsea,4164,79,8,High,Dry,9663
19658,2024-10-03 08:35:38,London,Kensington,1987,89,0,Medium,,2412
16001,2024-08-01 17:46:52,,Chelsea,2020,68,1,High,Snowy,9195
15563,2024-01-17 20:12:34,London,Chelsea,4266,-99,4,High,Dry,4290
18219,2024-01-31 19:01:33,London,Southwark,4583,75,0,High,Snowy,1403
18332,2024-10-23 12:03:53,London,Southwark,3726,13,4,Low,Damaged,876
13275,2024-10-05 21:14:14,London,Kensington,1146,21,7,Low,Damaged,4138
10191,2024-05-29 00:18:18,London,Southwark,2,-22,7,Medium,Snowy,5570
14401,2024-09-26 20:20:21,,Southwark,954,55,7,High,Damaged,5910
15173,2024-04-28 08:03:00,,Southwark,2513,41,7,,Snowy,8179
10503,2024-08-31 02:26:19,London,Islington,3352,67,0,Medium,,483
17679,2024-05-30 20:57:39,London,Camden,1187,97,7,High,Snowy,1825
13054,2024-03-01 06:17:28,London,Kensington,128,55,7,High,Dry,6790
18017,2024-01-31 12:40:01,London,,3189,89,7,High,Dry,7335
10676,2024-01-19 04:56:36,,Islington,2211,64,4,High,Wet,9594
10366,2024-07-30 08:12:58,,Chelsea,1253,96,2,Low,Wet,9265
10279,2024-08-22 12:12:10,,Chelsea,4331,59,6,Medium,,3583
16659,2024-01-02 17:27:50,,,858,10,2,Low,Wet,6953
12429,2024-03-22 06:00:28,London,Chelsea,4865,70,4,Low,Dry,8061
15400,2024-02-07 18:36:11,,Chelsea,117,97,6,Low,Snowy,4561
16418,2024-08-03 23:11:17,,Kensington,1576,62,9,,Wet,7353
9164,2024-09-28 19:27:01,,Southwark,4548,96,6,High,Dry,3103
13337,2024-02-20 10:10:30,London,Islington,2561,25,5,,Wet,3562
15767,2024-11-30 11:15:40,London,Kensington,1111,48,0,Low,,1404
14078,2024-06-10 23:03:11,London,Chelsea,4998,65,1,Low,Wet,4361
10365,2024-01-11 10:08:57,,Kensington,3224,37,8,,Wet,6332
15132,2024-10-14 02:56:29,London,,703,35,6,High,,8818
10927,2024-05-24 06:46:56,London,,3611,21,9,Medium,Dry,3978
15979,2024-02-21 15:38:03,London,Kensington,487,24,8,Medium,Snowy,6624
9284,2024-08-22 16:08:10,London,Islington,3235,18,3,Medium,Damaged,7930
13678,2024-06-18 02:29:33,London,Camden,3888,29,5,Low,Damaged,4216
9168,2024-06-02 09:23:51,London,Camden,4589,45,6,Low,Snowy,4643
17934,2024-10-12 21:01:19,London,Camden,293,84,9,Low,Dry,2185
17120,2024-08-24 13:57:29,,Kensington,3047,48,2,Low,Wet,4688
15079,2024-07-29 12:11:35,London,Camden,2316,40,0,High,Dry,4676
13166,2024-04-17 21:46:39,,Kensington,4489,69,1,,Snowy,7464
17185,2024-08-02 22:04:22,London,,4987,-26,2,High,Damaged,4111
10323,2024-05-25 05:29:01,,Islington,1241,46,9,High,Snowy,2544
19902,2024-10-13 03:23:05,London,Kensington,777,65,5,Medium,Dry,8965
17106,2024-10-10 02:18:54,,Islington,1145,92,7,Low,Dry,4530
16649,2024-01-01 20:55:19,London,,944,28,8,Medium,Snowy,5838
11984,2024-11-04 09:45:03,London,Kensington,1589,77,9,Medium,Dry,3833
16682,2024-07-02 21:29:32,London,Chelsea,3009,80,2,Low,Damaged,2702
16739,2024-03-21 18:45:10,London,Chelsea,2661,92,2,Medium,,8017
12830,2024-06-01 11:58:18,London,Southwark,3898,12,2,Medium,Dry,4976
16754,2024-07-19 08:50:52,,Islington,1891,79,9,,Wet,3999
13615,2024-11-14 17:33:34,,,2258,14,0,Medium,Wet,1503
19981,2024-08-19 22:04:24,,Southwark,1372,34,5,Medium,,5203
9689,2024-10-21 08:04:46,,Southwark,4083,59,8,Medium,Snowy,1028
11494,2024-11-22 10:07:09,,,4680,52,9,Medium,Dry,3545
16260,2024-06-11 23:48:54,London,Kensington,3970,62,8,,Wet,6142
12591,2024-05-26 16:14:32,,Chelsea,3814,22,5,,Wet,768
9538,2024-05-11 07:18:30,,Kensington,3532,60,1,Medium,Snowy,3851
11929,2024-10-07 21:51:40,London,Southwark,2108,34,8,,Damaged,3213
15652,2024-03-30 00:46:04,,Southwark,2076,17,2,Medium,Damaged,9403
11599,2024-09-04 14:00:44,London,Camden,3338,87,3,High,Snowy,8708
11632,2024-02-04 01:30:35,,Kensington,39,56,2,High,Wet,9944
14102,2024-04-01 03:50:05,London,Chelsea,4858,81,9,Medium,Snowy,679
12343,2024-06-12 21:31:41,London,Southwark,899,77,4,Low,Dry,1021
14899,2024-03-26 17:16:01,,Kensington,81,33,9,High,Damaged,1904
18069,2024-03-01 13:33:07,London,Kensington,2444,58,1,Low,Damaged,5341
15555,2024-06-13 13:23:42,London,Chelsea,2823,21,3,Low,Wet,7570
15479,2024-05-29 15:00:29,,Islington,1961,30,2,Medium,Damaged,6477
9563,2024-08-22 17:43:42,,Chelsea,3098,28,3,Medium,Wet,5042
19982,2024-02-17 01:35:41,London,,49,39,6,Medium,Wet,302
16005,2024-12-23 23:47:54,London,Southwark,1001,86,0,High,Dry,9777
12475,2024-11-30 00:14:45,London,,2593,38,0,,Damaged,2870
16398,2024-12-17 18:31:35,London,Kensington,1219,29,3,Medium,Wet,9437
9349,2024-05-28 12:10:25,London,Kensington,136,68,6,High,,6752
19107,2024-02-19 02:33:59,London,Chelsea,1891,96,5,Medium,Dry,9559
13029,2024-10-29 15:42:10,,,4339,86,2,High,,7808
14422,2024-07-01 17:32:08,,Chelsea,2659,53,9,Low,Damaged,663
18465,2024-05-06 03:31:58,,Chelsea,3471,48,9,,Wet,7772
10967,2024-07-20 07:45:11,,Kensington,1376,65,2,High,,8390
12517,2024-10-17 08:54:26,,,3124,40,0,Medium,,2347
15272,2024-09-19 05:45:17,,Chelsea,952,11,8,Low,,1223
9089,2024-10-18 22:00:56,London,Kensington,1034,65,3,Low,Wet,6269
10278,2024-09-14 17:22:37,London,Camden,1768,82,0,Medium,Damaged,6758
19209,2024-02-07 22:38:08,,Kensington,2824,90,2,Low,Dry,742
11278,2024-06-20 13:03:27,,,697,90,8,Medium,Wet,3258
11113,2024-05-03 04:22:40,London,Camden,2455,30,8,Medium,,4204
9785,2024-07-17 12:14:46,,Southwark,3415,47,1,High,Damaged,5022
15937,2024-03-20 11:06:32,,Southwark,3890,27,3,Medium,Damaged,3143
17978,2024-02-19 23:49:24,,Southwark,578,83,2,,Snowy,4786
17338,2024-06-25 19:19:46,,Southwark,1468,14,0,High,,2132
15151,2024-09-16 21:03:34,,Camden,1354,55,0,High,,268
9948,2024-05-21 18:04:44,,Kensington,2871,63,1,High,Damaged,163
15877,2024-04-22 13:44:19,,Southwark,4028,62,3,Low,Damaged,4125
9976,2024-01-01 05:31:07,,Islington,4464,54,2,Low,Wet,6021
15735,2024-11-07 21:48:55,,,2444,14,2,Low,Damaged,1714
10205,2024-09-05 08:28:30,London,Chelsea,3904,77,9,Low,Snowy,2732
9153,2024-07-17 14:23:42,,Kensington,846,69,9,,Dry,993
17818,2024-09-11 11:31:15,London,Chelsea,2119,16,2,Medium,Wet,8133
19479,2024-08-22 23:13:50,,,1429,17,6,,Wet,7563
10546,2024-03-28 23:03:11,London,Southwark,544,81,9,Medium,Dry,260
9391,2024-04-17 12:45:20,,Islington,1455,65,8,Medium,,9665
9303,2024-06-13 13:33:43,,Southwark,4885,95,5,,Dry,2518
12264,2024-12-01 13:22:28,London,,3683,20,1,,Wet,6216
12554,2024-04-24 20:31:37,,Chelsea,4591,31,8,Low,Snowy,7230
19252,2024-10-25 14:29:50,,Kensington,280,62,2,Low,Dry,4254
12738,2024-01-17 05:17:24,London,Camden,3761,70,1,Low,Damaged,5104
12734,2024-03-01 04:47:54,,,4917,41,1,Medium,,380
10041,2024-10-04 18:02:45,London,Kensington,527,69,3,Low,,6271
14561,2024-08-04 03:55:40,,Kensington,2237,50,8,Low,Wet,3742
9868,2024-05-04 08:15:35,London,Islington,2678,20,8,High,Damaged,8565
19214,2024-10-12 18:37:42,London,Chelsea,3321,62,2,,Damaged,1758
11378,2024-01-06 15:04:59,,Camden,1775,70,7,Low,Snowy,942
13541,2024-02-05 19:34:26,,,2456,13,0,,Snowy,1455
9444,2024-05-18 04:27:45,London,Southwark,930,52,9,,,7273
11986,2024-01-16 13:01:59,London,Islington,1174,56,5,,Damaged,2224
19635,2024-01-13 22:57:05,London,Chelsea,868,82,9,Medium,Damaged,4429
17532,2024-01-13 04:18:33,,Islington,278,55,5,High,,7361
16572,2024-08-21 18:29:37,London,,3139,71,6,,Damaged,1529
17769,2024-07-03 14:28:49,,Kensington,1092,94,3,High,Snowy,9458
9310,2024-08-14 15:20:04,London,Southwark,1215,39,7,Low,Wet,7168
9879,2024-04-17 19:29:05,London,Islington,1021,27,9,High,Wet,6156
13345,2024-11-25 23:29:31,London,Islington,1442,31,5,Low,Damaged,3243
15352,2024-06-29 00:30:46,London,Southwark,2489,17,3,Medium,Wet,9838
10953,2024-09-07 00:20:06,,Southwark,3636,-61,8,High,Damaged,6319
17224,2024-08-04 05:04:09,,Islington,4734,73,3,,Dry,4854
15252,2024-02-22 13:56:22,,,2157,94,2,Low,,2507
9305,2024-01-03 19:10:50,London,Camden,2235,87,1,Low,Dry,9794
12243,2024-11-27 11:44:47,London,Southwark,349,26,8,Medium,Damaged,935
16773,2024-10-07 04:44:05,London,Southwark,4172,10,9,Low,Wet,5382
16201,2024-06-18 05:37:39,London,Southwark,1338,13,4,Medium,,4326
16819,2024-04-03 21:41:02,London,Kensington,1948,51,1,Medium,Damaged,7997
16411,2024-11-13 13:44:10,London,Islington,4062,27,8,Medium,Wet,225
9556,2024-11-01 15:35:29,,Kensington,1618,89,0,,Snowy,2481
13941,2024-10-12 12:41:49,,,3654,35,6,,Wet,9862
16562,2024-01-04 03:13:03,London,Kensington,3508,71,9,,Wet,7286
15367,2024-07-17 04:39:06,London,Southwark,3226,60,2,High,Wet,1441
12674,2024-03-05 21:42:44,,Southwark,756,85,1,Medium,,3457
15762,2024-06-10 08:51:38,London,Chelsea,4779,76,2,High,Wet,5211
12471,2024-02-12 05:20:44,,,532,59,4,,,3124
15877,2024-03-27 20:04:47,,Kensington,991,99,7,,Damaged,1645
10607,2024-07-30 13:05:46,London,Islington,2970,63,1,Medium,Wet,9063
13838,2024-12-29 02:33:59,London,Camden,2584,34,5,High,Snowy,3167
17346,2024-12-20 23:56:04,,,3359,-17,8,Low,Snowy,3688
18365,2024-11-28 18:01:26,,Islington,3156,39,0,Low,Wet,137
10521,2024-06-15 04:49:38,London,Southwark,3511,89,2,Low,Damaged,9664
14104,2024-01-02 19:27:35,London,,2760,91,5,Low,Snowy,9150
13086,2024-04-13 17:43:30,London,,4984,22,3,Medium,,3719
13928,2024-03-09 09:34:26,London,Chelsea,3963,45,3,High,Dry,2893
15094,2024-12-03 14:49:15,London,Camden,4001,78,8,,,8935
17225,2024-10-16 22:55:02,,Southwark,566,79,5,High,Snowy,598
16246,2024-11-01 09:30:43,London,Kensington,2791,71,7,Low,,7592
18945,2024-10-11 16:53:05,,Kensington,1503,94,3,Low,Wet,7118
17917,2024-12-07 04:32:48,London,Islington,4598,44,3,Medium,Wet,7090
18342,2024-09-19 15:56:35,,Southwark,2129,34,1,Low,Damaged,3339
12138,2024-06-10 23:59:11,,,1936,38,8,,Wet,7209
12094,2024-02-18 10:52:52,,Chelsea,4359,40,3,,Wet,9699
14243,2024-09-04 13:35:03,,Chelsea,4627,73,3,Low,Dry,903
12859,2024-12-20 17:53:28,,,2439,56,6,,Dry,1996
12542,2024-09-25 14:47:08,London,Islington,3333,45,0,,Dry,3880
13973,2024-08-23 08:14:07,London,Southwark,2333,34,8,,Snowy,4752
19151,2024-08-19 19:57:25,London,Kensington,333,34,1,Medium,Dry,5478
10196,2024-02-08 23:45:36,London,Chelsea,4884,30,6,Medium,Dry,3589
16867,2024-01-17 17:07:11,,Camden,1289,79,1,Low,Wet,723
14964,2024-08-17 13:17:00,,Islington,1659,62,4,Medium,Wet,1442
16117,2024-07-28 20:02:02,,Southwark,519,52,9,Medium,Wet,1272
17590,2024-08-10 11:50:04,London,Camden,1693,79,3,Low,,2247
16170,2024-06-11 11:45:45,,Southwark,4243,44,1,High,Wet,2322
9782,2024-02-09 21:33:01,London,,1309,48,3,,,5066
11660,2024-08-03 07:18:25,London,Islington,943,83,9,,,6562
18045,2024-06-28 05:57:01,London,Kensington,1328,28,8,Low,,3514
12400,2024-04-14 20:34:47,,Islington,436,33,4,Low,Damaged,8628
19017,2024-10-04 16:30:30,London,,3132,51,0,,Snowy,6642
17820,2024-02-23 07:58:16,London,Islington,2258,85,0,High,,3971
12547,2024-08-24 14:42:23,,Islington,452,50,1,High,Dry,5791
